CPF_CNPJ;TIPO_PESSOA;TIPO_DEVEDOR;NOME_DEVEDOR;UF_UNIDADE_RESPONSAVEL;UNIDADE_RESPONSAVEL;NUMERO_INSCRICAO;TIPO_SITUACAO_INSCRICAO;SITUACAO_INSCRICAO;TIPO_CREDITO;DATA_INSCRICAO;INDICADOR_AJUIZADO;VALOR_CONSOLIDADO;ARQUIVO_ORIGEM
96.489.356/0001-00;Pessoa jurídica;Principal;CLUBE COMERCIAL DE SAO BORJA;RS;SANTA MARIA;135339022;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;01/02/2018;SIM;42041.14;PREVIDENCIARIO
58.102.294/0001-42;Pessoa jurídica;Principal;UNIAO DOS GRANDES CLUBES DO FUTEBOL BRASILEIRO;RS;4ª REGIÃO;373917945;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;05/03/2016;SIM;225424.39;PREVIDENCIARIO
87.777.090/0001-00;Pessoa jurídica;Principal;CAICARA PISCINA TENIS CLUBE;RS;SANTA CRUZ DO SUL;358148189;Benefício Fiscal;Inclusao em Parcelamento Especial Lei 11.941;OUTROS;08/01/2007;SIM;11568.34;PREVIDENCIARIO
92.242.387/0001-00;Pessoa jurídica;Principal;SOCIEDADE RECREATIVA 15 DE JULHO;RS;PELOTAS;418744556;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;24/05/2013;SIM;24944.41;PREVIDENCIARIO
92.242.387/0001-00;Pessoa jurídica;Principal;SOCIEDADE RECREATIVA 15 DE JULHO;RS;PELOTAS;604470312;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;31/07/2014;NAO;6350.63;PREVIDENCIARIO
92.237.015/0001-96;Pessoa jurídica;Principal;PARQUE TENIS CLUBE;RS;PELOTAS;318625237;Benefício Fiscal;OPCAO REFIS/EXIGIBILIDADE SUSPENSA;OUTROS;05/12/1997;SIM;2873.80;PREVIDENCIARIO
88.131.180/0001-91;Pessoa jurídica;Principal;CLUBE COMERCIAL DE URUGUAIANA;RS;URUGUAIANA;370132246;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;12/03/2011;SIM;360974.41;PREVIDENCIARIO
02.802.373/0001-01;Pessoa jurídica;Principal;UNIVERSIDADE SPORT CLUB;RS;4ª REGIÃO;367471167;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;24/12/2011;SIM;12844.63;PREVIDENCIARIO
92.906.437/0001-07;Pessoa jurídica;Principal;ASSOCIACAO SUL RIOGRANDENDENSE DOS VIAJANTES COMERCIAIS;RS;4ª REGIÃO;374440530;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;OUTROS;11/07/2015;SIM;64670.93;PREVIDENCIARIO
91.699.884/0001-70;Pessoa jurídica;Principal;GREMIO ATIRADORES NOVO HAMBURGO;RS;NOVO HAMBURGO;158680901;Em cobrança;CREDITO EM COBRANCA AMIGAVEL COM VALOR ATE 10000 REAIS;OUTROS;09/03/2019;NAO;4296.00;PREVIDENCIARIO
91.699.884/0001-70;Pessoa jurídica;Principal;GREMIO ATIRADORES NOVO HAMBURGO;RS;NOVO HAMBURGO;396358632;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;21/05/2011;SIM;37385.46;PREVIDENCIARIO
90.615.600/0001-57;Pessoa jurídica;Principal;IRAJA ATLETICO CLUBE;RS;SANTANA DO LIVRAMENTO;128046163;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;31/08/2019;NAO;388.53;PREVIDENCIARIO
87.683.173/0001-30;Pessoa jurídica;Principal;CLUBE UNIAO CACAPAVANA;RS;SANTA CRUZ DO SUL;150453280;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;27/10/2018;NAO;361.72;PREVIDENCIARIO
93.535.755/0001-71;Pessoa jurídica;Principal;SOCIEDADE ESPORTIVA E RECREATIVA SAO MIGUEL;RS;SANTO ANGELO;427735882;Em cobrança;CREDITO EM COBRANCA AMIGAVEL COM VALOR ATE 10000 REAIS;OUTROS;28/02/2014;NAO;1381.13;PREVIDENCIARIO
94.309.572/0001-09;Pessoa jurídica;Principal;CANOAS TENIS CLUBE;RS;4ª REGIÃO;163655979;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;12/10/2019;NAO;9568.65;PREVIDENCIARIO
92.969.617/0001-38;Pessoa jurídica;Principal;SAVA CLUBE;RS;4ª REGIÃO;309245702;Benefício Fiscal;Inclusao em Parcelamento Especial Lei 11.941;OUTROS;20/01/1987;SIM;1437.93;PREVIDENCIARIO
01.657.406/0001-04;Pessoa jurídica;Principal;CLUBE THOMPSON DE TIRO;RS;4ª REGIÃO;395355028;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;19/03/2011;SIM;20635.00;PREVIDENCIARIO
96.039.284/0001-07;Pessoa jurídica;Principal;CLUBE CAMPESTRE DE SANTANA DO LIVRAMENTO;RS;SANTANA DO LIVRAMENTO;364531975;Benefício Fiscal;INCLUSAO EM PARCELAMENTO ESPECIAL LEI 12.996;OUTROS;17/04/2009;SIM;27838.79;PREVIDENCIARIO
96.039.284/0001-07;Pessoa jurídica;Principal;CLUBE CAMPESTRE DE SANTANA DO LIVRAMENTO;RS;SANTANA DO LIVRAMENTO;369177797;Benefício Fiscal;INCLUSAO EM PARCELAMENTO ESPECIAL LEI 12.996;OUTROS;24/09/2010;SIM;76824.73;PREVIDENCIARIO
96.039.284/0001-07;Pessoa jurídica;Principal;CLUBE CAMPESTRE DE SANTANA DO LIVRAMENTO;RS;SANTANA DO LIVRAMENTO;403779928;Benefício Fiscal;INCLUSAO EM PARCELAMENTO ESPECIAL LEI 12.996;OUTROS;28/09/2012;SIM;86794.40;PREVIDENCIARIO
88.224.902/0001-52;Pessoa jurídica;Principal;CLUBE DE LEITURAS;RS;SANTA CRUZ DO SUL;146170466;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;10/03/2018;SIM;2854.20;PREVIDENCIARIO
08.788.888/0001-80;Pessoa jurídica;Principal;ASSOCIACAO TRONICX TEXAS HOLDEM CLUB;RS;4ª REGIÃO;373488769;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;24/11/2012;SIM;67783.25;PREVIDENCIARIO
08.788.888/0001-80;Pessoa jurídica;Principal;ASSOCIACAO TRONICX TEXAS HOLDEM CLUB;RS;4ª REGIÃO;373488785;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;AFERICAO INDIRETA;24/11/2012;SIM;14292.86;PREVIDENCIARIO
93.802.676/0001-80;Pessoa jurídica;Principal;CIDREIRA CLUBE DE PESCA;RS;4ª REGIÃO;143959468;Em cobrança;CREDITO EM COBRANCA AMIGAVEL COM VALOR ATE 10000 REAIS;OUTROS;26/01/2019;NAO;3708.11;PREVIDENCIARIO
88.436.746/0001-93;Pessoa jurídica;Principal;ATLANTICO FUTEBOL CLUBE;RS;PASSO FUNDO;465174884;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;24/12/2016;SIM;24759.41;PREVIDENCIARIO
87.588.869/0001-87;Pessoa jurídica;Principal;CLUBE DO COMERCIO;RS;SANTA MARIA;369468074;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;02/10/2010;SIM;14139.54;PREVIDENCIARIO
92.238.039/0001-60;Pessoa jurídica;Principal;JOCKEY CLUB DE PELOTAS;RS;PELOTAS;308679814;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;04/11/1986;SIM;18236.31;PREVIDENCIARIO
87.482.873/0001-66;Pessoa jurídica;Principal;CLUBE COMERCIAL DE DOM PEDRITO;RS;SANTANA DO LIVRAMENTO;158247590;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;16/02/2019;SIM;5315.87;PREVIDENCIARIO
87.482.873/0001-66;Pessoa jurídica;Principal;CLUBE COMERCIAL DE DOM PEDRITO;RS;SANTANA DO LIVRAMENTO;163643130;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;12/10/2019;NAO;22674.42;PREVIDENCIARIO
88.875.034/0001-70;Pessoa jurídica;Principal;SOCIEDADE AQUATICA GIRUA;RS;SANTO ANGELO;406241317;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;22/12/2012;SIM;12103.38;PREVIDENCIARIO
87.415.816/0001-64;Pessoa jurídica;Principal;CLUBE CAIXEIRAL;RS;BAGE;366452053;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;29/01/2010;SIM;14302.90;PREVIDENCIARIO
87.415.816/0001-64;Pessoa jurídica;Principal;CLUBE CAIXEIRAL;RS;BAGE;367580080;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;26/04/2010;SIM;23440.80;PREVIDENCIARIO
87.415.816/0001-64;Pessoa jurídica;Principal;CLUBE CAIXEIRAL;RS;BAGE;404563740;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;20/11/2012;SIM;38446.74;PREVIDENCIARIO
87.415.816/0001-64;Pessoa jurídica;Principal;CLUBE CAIXEIRAL;RS;BAGE;420052089;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;08/06/2013;SIM;26892.23;PREVIDENCIARIO
95.441.002/0001-22;Pessoa jurídica;Principal;FUTEBOL CLUBE SANTA CRUZ;RS;SANTA CRUZ DO SUL;121143538;Benefício Fiscal;INCLUIDO EM PARCELAMENTO SIMP. LEI 10.522;OUTROS;11/07/2015;SIM;3171.49;PREVIDENCIARIO
95.441.002/0001-22;Pessoa jurídica;Principal;FUTEBOL CLUBE SANTA CRUZ;RS;SANTA CRUZ DO SUL;152926453;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;20/10/2018;SIM;3061.34;PREVIDENCIARIO
89.476.295/0001-80;Pessoa jurídica;Principal;CLUBE DE CACA E PESCA DE TRES PASSOS;RS;PASSO FUNDO;127878629;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;10/03/2018;SIM;12723.37;PREVIDENCIARIO
92.242.726/0001-59;Pessoa jurídica;Principal;ESPORTE CLUBE PELOTAS;RS;PELOTAS;395508037;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;19/03/2011;SIM;60237.68;PREVIDENCIARIO
88.346.549/0001-83;Pessoa jurídica;Principal;PARTENON TENIS CLUBE;RS;4ª REGIÃO;315363673;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;01/12/1992;SIM;21626.53;PREVIDENCIARIO
92.841.279/0001-54;Pessoa jurídica;Principal;GREMIO NAUTICO UNIAO;RS;4ª REGIÃO;319841049;Benefício Fiscal;OPCAO REFIS/EXIGIBILIDADE SUSPENSA;OUTROS;13/01/1998;SIM;1586864.65;PREVIDENCIARIO
92.841.279/0001-54;Pessoa jurídica;Principal;GREMIO NAUTICO UNIAO;RS;4ª REGIÃO;321585569;Benefício Fiscal;OPCAO REFIS/EXIGIBILIDADE SUSPENSA;OUTROS;13/01/1998;SIM;83356.49;PREVIDENCIARIO
91.157.800/0001-76;Pessoa jurídica;Principal;CLUBE ESPORTIVO LAJEADENSE;RS;LAJEADO;139605096;Garantia;PENHORA REGULAR E SUFICIENTE;OUTROS;18/11/2017;SIM;7222.07;PREVIDENCIARIO
91.157.800/0001-76;Pessoa jurídica;Principal;CLUBE ESPORTIVO LAJEADENSE;RS;LAJEADO;148182259;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;03/06/2018;SIM;2253.28;PREVIDENCIARIO
91.157.800/0001-76;Pessoa jurídica;Principal;CLUBE ESPORTIVO LAJEADENSE;RS;LAJEADO;164214801;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;26/10/2019;NAO;3833.96;PREVIDENCIARIO
91.817.882/0001-38;Pessoa jurídica;Principal;AUTOMOVEL CLUBE DO RIO GRANDE DO SUL;RS;4ª REGIÃO;369465407;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;02/10/2010;SIM;83080.31;PREVIDENCIARIO
92.942.853/0001-60;Pessoa jurídica;Principal;PETROPOLE TENIS CLUBE;RS;4ª REGIÃO;354276859;Suspenso por decisão judicial;SUSPENSAO DE EXIGIBILIDADE SEM DEPOSITO;OUTROS;13/07/2009;NAO;266714.75;PREVIDENCIARIO
90.789.835/0001-65;Pessoa jurídica;Principal;SPORT CLUB RIO GRANDE;RS;PELOTAS;413093573;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;22/03/2013;SIM;26124.50;PREVIDENCIARIO
00.236.866/0001-04;Pessoa jurídica;Principal;CLUBE PARQUE DAS AGUAS;RS;CAXIAS DO SUL;143703439;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;01/02/2018;SIM;7337.82;PREVIDENCIARIO
87.463.733/0001-40;Pessoa jurídica;Principal;GREMIO ESPORTIVO BAGE;RS;BAGE;318623285;Benefício Fiscal;INCLUSAO EM PARCELAMENTO ESPECIAL LEI 12.996;OUTROS;14/02/1996;SIM;11115.64;PREVIDENCIARIO
87.407.896/0001-06;Pessoa jurídica;Principal;BAGE TENIS CLUBE;RS;BAGE;398664846;Benefício Fiscal;INCLUSAO EM PARCELAMENTO ESPECIAL LEI 12.996;OUTROS;29/10/2011;SIM;28537.14;PREVIDENCIARIO
87.407.896/0001-06;Pessoa jurídica;Principal;BAGE TENIS CLUBE;RS;BAGE;401382672;Benefício Fiscal;INCLUSAO EM PARCELAMENTO ESPECIAL LEI 12.996;OUTROS;27/04/2012;SIM;19197.24;PREVIDENCIARIO
92.238.302/0001-10;Pessoa jurídica;Principal;ESPORTE CLUBE CRUZEIRO;RS;PELOTAS;416259626;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;27/04/2013;SIM;6931.99;PREVIDENCIARIO
89.270.649/0001-36;Pessoa jurídica;Principal;TERESOPOLIS TENIS CLUBE;RS;4ª REGIÃO;122710576;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;19/11/2016;SIM;4580.24;PREVIDENCIARIO
90.222.407/0001-56;Pessoa jurídica;Principal;GREMIO ESPORTIVO BRASIL;RS;PELOTAS;124123570;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;29/09/2018;SIM;46974.05;PREVIDENCIARIO
91.374.900/0001-54;Pessoa jurídica;Principal;GREMIO GAUCHO;RS;SANTA CRUZ DO SUL;364529210;Em cobrança;RESCISAO/EXCLUSAO DE CREDITOS DE PARCELAMENTOS ESPECIAIS (REFIS/PAES/LEI 11196);OUTROS;17/04/2009;SIM;14593.18;PREVIDENCIARIO
87.540.605/0001-53;Pessoa jurídica;Principal;CLUBE JUVENTUDE DE ALEGRETE;RS;URUGUAIANA;121958469;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;29/08/2015;SIM;4083.34;PREVIDENCIARIO
87.540.605/0001-53;Pessoa jurídica;Principal;CLUBE JUVENTUDE DE ALEGRETE;RS;URUGUAIANA;473717158;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;12/06/2015;SIM;72423.50;PREVIDENCIARIO
88.185.228/0001-44;Pessoa jurídica;Principal;GREMIO ESPORTIVO SAPUCAIENSE;RS;4ª REGIÃO;136869874;Em cobrança;CREDITO EM COBRANCA AMIGAVEL COM VALOR ATE 10000 REAIS;OUTROS;01/02/2018;NAO;1819.42;PREVIDENCIARIO
88.185.228/0001-44;Pessoa jurídica;Principal;GREMIO ESPORTIVO SAPUCAIENSE;RS;4ª REGIÃO;438269462;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;10/01/2014;SIM;28478.32;PREVIDENCIARIO
92.098.771/0001-81;Pessoa jurídica;Principal;CANTEGRIL CLUBE;RS;4ª REGIÃO;365698105;Em cobrança;CREDITO EM COBRANCA AMIGAVEL COM VALOR ATE 10000 REAIS;OUTROS;03/06/2018;NAO;468.72;PREVIDENCIARIO
89.781.215/0001-09;Pessoa jurídica;Principal;SOCIEDADE RIO BRANCO;RS;LAJEADO;369681061;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;29/03/2017;NAO;561.81;PREVIDENCIARIO
89.781.215/0001-09;Pessoa jurídica;Principal;SOCIEDADE RIO BRANCO;RS;LAJEADO;403443547;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;06/09/2012;SIM;2459.88;PREVIDENCIARIO
87.584.173/0001-82;Pessoa jurídica;Principal;UNIAO CAIXEIRAL GABRIELENSE;RS;SANTANA DO LIVRAMENTO;369284704;Benefício Fiscal;INCLUIDO EM PARCELAMENTO SIMP. LEI 10.522;OUTROS;29/09/2010;SIM;853.86;PREVIDENCIARIO
88.709.639/0001-91;Pessoa jurídica;Principal;CLUBE ERECHIM DE CACA E TIRO;RS;PASSO FUNDO;130397750;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;01/10/2016;NAO;5483.10;PREVIDENCIARIO
89.429.187/0001-57;Pessoa jurídica;Principal;SPORT CLUB SAO PAULO;RS;PELOTAS;353490369;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;23/01/2002;SIM;50770.44;PREVIDENCIARIO
89.429.187/0001-57;Pessoa jurídica;Principal;SPORT CLUB SAO PAULO;RS;PELOTAS;353490377;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;23/01/2002;NAO;7044.10;PREVIDENCIARIO
88.856.885/0001-76;Pessoa jurídica;Principal;SPORT CLUB ITAPUI;RS;4ª REGIÃO;351620257;Benefício Fiscal;INCLUSAO EM PARCELAMENTO ESPECIAL LEI 12.996;OUTROS;18/09/2011;SIM;39247.79;PREVIDENCIARIO
90.618.562/0001-96;Pessoa jurídica;Principal;ROSELANDIA PARQUE CLUBE;RS;PASSO FUNDO;129007510;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;30/07/2016;SIM;9255.90;PREVIDENCIARIO
96.745.823/0001-15;Pessoa jurídica;Principal;SOCIEDADE ORPHEU;RS;NOVO HAMBURGO;158389166;Em cobrança;CREDITO EM COBRANCA AMIGAVEL COM VALOR ATE 10000 REAIS;OUTROS;21/02/2019;NAO;13221.05;PREVIDENCIARIO
96.745.823/0001-15;Pessoa jurídica;Principal;SOCIEDADE ORPHEU;RS;NOVO HAMBURGO;603745725;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;02/09/2009;SIM;399902.05;PREVIDENCIARIO
88.355.250/0001-95;Pessoa jurídica;Principal;ASSOCIACAO CRUZEIRO JAGUARENSE;RS;PELOTAS;369618807;Benefício Fiscal;INCLUSAO EM PARCELAMENTO ESPECIAL LEI 12.996;OUTROS;09/10/2010;SIM;3130.14;PREVIDENCIARIO
88.640.685/0001-81;Pessoa jurídica;Principal;SOCIEDADE ESPORTIVA E RECREATIVA CAXIAS DO SUL;RS;CAXIAS DO SUL;369442059;Benefício Fiscal;PARCWEB ? Outros parcelamentos;OUTROS;02/10/2010;SIM;186331.31;PREVIDENCIARIO
88.661.939/0001-48;Pessoa jurídica;Principal;ESPORTE CLUBE JUVENTUDE;RS;CAXIAS DO SUL;358761123;Benefício Fiscal;PARCWEB ? Outros parcelamentos;CONTRIBUICAO NAO REPASSADA;18/04/2006;SIM;374787.23;PREVIDENCIARIO
88.661.939/0001-48;Pessoa jurídica;Principal;ESPORTE CLUBE JUVENTUDE;RS;CAXIAS DO SUL;369258878;Suspenso por decisão judicial;SUSPENSAO DE EXIGIBILIDADE SEM DEPOSITO;OUTROS;24/09/2010;SIM;965955.02;PREVIDENCIARIO
96.489.356/0001-00;Pessoa jurídica;Principal;CLUBE COMERCIAL DE SAO BORJA;RS;URUGUAIANA;360085067;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;30/04/2007;SIM;39506.66;PREVIDENCIARIO
96.489.356/0001-00;Pessoa jurídica;Principal;CLUBE COMERCIAL DE SAO BORJA;RS;URUGUAIANA;600029158;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;30/04/2007;SIM;124138.81;PREVIDENCIARIO
87.777.090/0001-00;Pessoa jurídica;Principal;CAICARA PISCINA TENIS CLUBE;RS;SANTA CRUZ DO SUL;555687333;Benefício Fiscal;Inclusao em Parcelamento Especial Lei 11.941;OUTROS;30/06/1998;SIM;28097.45;PREVIDENCIARIO
92.239.979/0001-73;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;RS;PELOTAS;442648537;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;21/03/2014;SIM;18433.28;PREVIDENCIARIO
88.869.920/0001-91;Pessoa jurídica;Principal;ESPORTE CLUBE NOVO HAMBURGO;RS;NOVO HAMBURGO;324304943;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;07/01/1998;SIM;16896.84;PREVIDENCIARIO
88.131.180/0001-91;Pessoa jurídica;Principal;CLUBE COMERCIAL DE URUGUAIANA;RS;URUGUAIANA;370132220;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;12/03/2011;SIM;376568.88;PREVIDENCIARIO
02.802.373/0001-01;Pessoa jurídica;Principal;UNIVERSIDADE SPORT CLUB;RS;4ª REGIÃO;438852672;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;10/01/2014;SIM;108096.13;PREVIDENCIARIO
92.397.298/0001-33;Pessoa jurídica;Principal;CLUBE CAMPESTRE PARK BELEM;RS;4ª REGIÃO;318604396;Em cobrança;SUSPENSAO E / OU SOBRESTAMENTO DA ACAO;OUTROS;01/02/1994;SIM;3158.17;PREVIDENCIARIO
92.906.437/0001-07;Pessoa jurídica;Principal;ASSOCIACAO SUL RIOGRANDENDENSE DOS VIAJANTES COMERCIAIS;RS;4ª REGIÃO;354901427;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;OUTROS;04/04/2006;SIM;861049.36;PREVIDENCIARIO
92.906.437/0001-07;Pessoa jurídica;Principal;ASSOCIACAO SUL RIOGRANDENDENSE DOS VIAJANTES COMERCIAIS;RS;4ª REGIÃO;356334805;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;CONTRIBUICAO NAO REPASSADA;08/08/2006;SIM;103032.61;PREVIDENCIARIO
92.906.437/0001-07;Pessoa jurídica;Principal;ASSOCIACAO SUL RIOGRANDENDENSE DOS VIAJANTES COMERCIAIS;RS;4ª REGIÃO;365596175;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;OUTROS;24/02/2012;SIM;30240.70;PREVIDENCIARIO
92.906.437/0001-07;Pessoa jurídica;Principal;ASSOCIACAO SUL RIOGRANDENDENSE DOS VIAJANTES COMERCIAIS;RS;4ª REGIÃO;365919624;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;OUTROS;24/02/2012;SIM;177883.73;PREVIDENCIARIO
92.906.437/0001-07;Pessoa jurídica;Principal;ASSOCIACAO SUL RIOGRANDENDENSE DOS VIAJANTES COMERCIAIS;RS;4ª REGIÃO;475627865;Benefício Fiscal;PARCELAMENTO CONVENCIONAL MANUAL;OUTROS;11/07/2015;SIM;64473.80;PREVIDENCIARIO
89.691.679/0001-16;Pessoa jurídica;Principal;ESPORTE CLUBE GUARANI;RS;SANTA CRUZ DO SUL;352229284;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;01/03/2004;SIM;6222.47;PREVIDENCIARIO
89.691.679/0001-16;Pessoa jurídica;Principal;ESPORTE CLUBE GUARANI;RS;SANTA CRUZ DO SUL;413092780;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;22/03/2013;NAO;2347.76;PREVIDENCIARIO
89.972.533/0001-49;Pessoa jurídica;Principal;ESPORTE CLUBE SAO JOSE;RS;4ª REGIÃO;122315030;Em cobrança;EM NEGOCIACAO NO SISPAR;OUTROS;19/09/2015;SIM;12164.45;PREVIDENCIARIO
91.699.884/0001-70;Pessoa jurídica;Principal;GREMIO ATIRADORES NOVO HAMBURGO;RS;NOVO HAMBURGO;356171868;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;19/04/2005;SIM;192542.06;PREVIDENCIARIO
96.754.882/0001-50;Pessoa jurídica;Principal;SOCIEDADE GINASTICA SAO LEOPOLDO;RS;NOVO HAMBURGO;125641389;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;26/02/2016;SIM;9184.94;PREVIDENCIARIO
88.154.901/0001-89;Pessoa jurídica;Principal;CLUBE ESPORTIVO AIMORE;RS;NOVO HAMBURGO;119455307;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;27/08/2015;SIM;11715.49;PREVIDENCIARIO
88.154.901/0001-89;Pessoa jurídica;Principal;CLUBE ESPORTIVO AIMORE;RS;NOVO HAMBURGO;141421231;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;28/09/2019;NAO;1252.13;PREVIDENCIARIO
96.016.613/0001-96;Pessoa jurídica;Principal;C T G RODEIO DOS PALMARES;RS;PELOTAS;442653140;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;21/03/2014;SIM;2340.14;PREVIDENCIARIO
96.016.613/0001-96;Pessoa jurídica;Principal;C T G RODEIO DOS PALMARES;RS;PELOTAS;442653158;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;21/03/2014;SIM;7149.61;PREVIDENCIARIO
87.371.654/0001-00;Pessoa jurídica;Principal;SOCIEDADE CULTURAL E RECREATIVA PAROBE;RS;NOVO HAMBURGO;146542070;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;05/03/2018;SIM;895.04;PREVIDENCIARIO
95.618.583/0001-25;Pessoa jurídica;Principal;CLUBE ATIRADOR ESPORTIVO;RS;SANTA MARIA;370478045;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;CONTRIBUICAO NAO REPASSADA;24/12/2008;SIM;27260.57;PREVIDENCIARIO
95.618.583/0001-25;Pessoa jurídica;Principal;CLUBE ATIRADOR ESPORTIVO;RS;SANTA MARIA;370478053;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;24/12/2008;SIM;85889.44;PREVIDENCIARIO
95.626.081/0001-46;Pessoa jurídica;Principal;ESPORTE CLUBE INTERNACIONAL;RS;SANTA MARIA;37954113;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;02/01/1983;NAO;192.36;PREVIDENCIARIO
95.626.081/0001-46;Pessoa jurídica;Principal;ESPORTE CLUBE INTERNACIONAL;RS;SANTA MARIA;316753980;Em cobrança;PARCELAMENTO RESCINDIDO;OUTROS;01/05/1993;SIM;32156.86;PREVIDENCIARIO
88.224.902/0001-52;Pessoa jurídica;Principal;CLUBE DE LEITURAS;RS;SANTA CRUZ DO SUL;143208578;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;01/02/2018;SIM;902.44;PREVIDENCIARIO
91.693.291/0001-04;Pessoa jurídica;Principal;SOCIEDADE GINASTICA NOVO HAMBURGO;RS;NOVO HAMBURGO;136874860;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;01/02/2018;SIM;1444739.48;PREVIDENCIARIO
92.241.579/0001-00;Pessoa jurídica;Principal;GREMIO ATLETICO FARROUPILHA;RS;PELOTAS;393922561;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;26/07/2015;NAO;15614.13;PREVIDENCIARIO
87.513.180/0001-93;Pessoa jurídica;Principal;SOCIEDADE RECREATIVA SANTA RITA;RS;SANTANA DO LIVRAMENTO;317488899;Em cobrança;CREDITO EM COBRANCA AMIGAVEL COM VALOR ATE 10000 REAIS;OUTROS;01/09/1994;NAO;14614.54;PREVIDENCIARIO
