CPF_CNPJ;TIPO_PESSOA;TIPO_DEVEDOR;NOME_DEVEDOR;UF_UNIDADE_RESPONSAVEL;UNIDADE_RESPONSAVEL;NUMERO_INSCRICAO;TIPO_SITUACAO_INSCRICAO;SITUACAO_INSCRICAO;RECEITA_PRINCIPAL;DATA_INSCRICAO;INDICADOR_AJUIZADO;VALOR_CONSOLIDADO;ARQUIVO_ORIGEM
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051100041810;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;03/02/2011;SIM;1188.80;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051300152942;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - Multa - CLT;16/04/2013;NAO;5975.14;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050700159601;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;21/06/2007;SIM;18292.03;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051100208456;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - Multa - CLT;24/05/2011;NAO;27669.08;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050500272617;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;24/06/2005;SIM;5864.31;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050600134500;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;17/05/2006;SIM;8000.67;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9071100589209;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - PASEP;29/12/2011;SIM;29963.29;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050600134410;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;17/05/2006;SIM;3500.28;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050900017940;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;31/03/2009;SIM;1513.90;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051400108309;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - Multa - CLT;21/03/2014;NAO;3478.16;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9041500093640;Em cobrança;ATIVA AJUIZADA;R D Ativa - Contribuição Terceiros - Sesc;02/04/2015;SIM;47238.78;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051100273606;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - Multa - CLT;30/06/2011;NAO;57174.76;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051300149569;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - Multa - CLT;11/04/2013;NAO;14182.77;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051100137842;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;21/03/2011;SIM;11114.18;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051400478572;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;16/09/2014;NAO;4222.41;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051100222602;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - Multa - CLT;27/05/2011;NAO;1812.34;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050500272536;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;24/06/2005;SIM;10587.69;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050300397793;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;02/12/2003;SIM;270.16;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051200314401;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;24/09/2012;SIM;4883.88;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050900018084;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;31/03/2009;SIM;21437.54;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050500272960;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;24/06/2005;SIM;5293.82;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050500273001;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;24/06/2005;SIM;25310.55;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9041500093217;Em cobrança;ATIVA AJUIZADA;R D Ativa - Contribuição Empresa/Empregador;02/04/2015;SIM;625325.40;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050600134682;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;17/05/2006;SIM;3000.25;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050500088280;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;03/03/2005;SIM;4770.94;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050600090960;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;17/05/2006;SIM;20332.00;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051400476529;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;16/09/2014;NAO;6076.04;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051100238444;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - Multa - CLT;06/06/2011;NAO;2485.89;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051100039751;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;02/02/2011;SIM;1405.33;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050600349107;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;30/10/2006;SIM;475.69;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051100274408;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - Multa - CLT;30/06/2011;NAO;2060.35;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050600134330;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;17/05/2006;SIM;23501.95;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051200314169;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;24/09/2012;SIM;1995.50;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9071300419099;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - PIS;08/11/2013;SIM;10649.04;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050700153824;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;21/06/2007;SIM;10939.21;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050700153743;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;21/06/2007;SIM;10939.21;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050500094840;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;08/03/2005;SIM;33978.52;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050600134178;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;17/05/2006;SIM;62105.20;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051400114961;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - Multa - CLT;21/03/2014;NAO;5173.93;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051300104115;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;14/03/2013;SIM;2863.71;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051100210272;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - Multa - CLT;24/05/2011;NAO;8120.61;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9041500093721;Em cobrança;ATIVA AJUIZADA;R D Ativa - Cide - Contribuição Terceiros - Sebrae/Apex/ABDI;02/04/2015;SIM;9447.68;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051100211678;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - Multa - CLT;24/05/2011;NAO;2718.55;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050800103918;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;22/08/2008;SIM;65303.55;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9041500093136;Em cobrança;ATIVA AJUIZADA;R D Ativa - Contribuição Previdenciária Segurados;02/04/2015;SIM;210215.11;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051300089647;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;04/03/2013;SIM;4091.02;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051400104907;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - Multa - CLT;21/03/2014;NAO;3478.16;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050500094760;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;08/03/2005;SIM;11068.12;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051100102623;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;24/02/2011;SIM;5107.87;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9041500093489;Em cobrança;ATIVA AJUIZADA;R D Ativa - Contribuição Terceiros - Salário Educação;02/04/2015;SIM;78731.34;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9071600416567;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - PIS;31/08/2016;NAO;14521.10;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051100044917;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;03/02/2011;SIM;1139.07;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9051100139039;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;22/03/2011;SIM;2507.25;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050500218400;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;24/05/2005;SIM;11476.45;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050500272706;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;24/06/2005;SIM;10587.69;NAO_PREVIDENCIARIO
78.643.335/0001-15;Pessoa jurídica;PRINCIPAL;GREMIO LITERARIO E RECREATIVO LONDRINENSE;PR;LONDRINA;9050600134844;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;17/05/2006;SIM;21753.14;NAO_PREVIDENCIARIO
04.504.997/0001-78;Pessoa jurídica;PRINCIPAL;ADAP GALO MARINGA FOOTBALL CLUB LTDA;PR;MARINGA;9061500804568;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;08/05/2015;NAO;2668.54;NAO_PREVIDENCIARIO
77.866.986/0001-01;Pessoa jurídica;PRINCIPAL;CASCAVEL ESPORTE CLUBE;PR;CASCAVEL;9059700098509;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - Multa - CLT;30/12/1997;NAO;7830.76;NAO_PREVIDENCIARIO
77.866.986/0001-01;Pessoa jurídica;PRINCIPAL;CASCAVEL ESPORTE CLUBE;PR;CASCAVEL;9060801025535;Em cobrança;ATIVA A SER AJUIZADA;R D Ativa - Multa Isolada;03/10/2008;NAO;1879.73;NAO_PREVIDENCIARIO
77.866.986/0001-01;Pessoa jurídica;PRINCIPAL;CASCAVEL ESPORTE CLUBE;PR;CASCAVEL;9059900066600;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;19/02/1999;SIM;5671.60;NAO_PREVIDENCIARIO
77.866.986/0001-01;Pessoa jurídica;PRINCIPAL;CASCAVEL ESPORTE CLUBE;PR;CASCAVEL;9050300025730;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - Multa - CLT;28/02/2003;NAO;1566.14;NAO_PREVIDENCIARIO
04.504.997/0001-78;Pessoa jurídica;PRINCIPAL;ADAP GALO MARINGA FOOTBALL CLUB LTDA;PR;MARINGA;9061800659946;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;29/03/2018;NAO;2431.44;NAO_PREVIDENCIARIO
77.866.986/0001-01;Pessoa jurídica;PRINCIPAL;CASCAVEL ESPORTE CLUBE;PR;CASCAVEL;9059900073305;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;22/02/1999;SIM;9877.75;NAO_PREVIDENCIARIO
77.866.986/0001-01;Pessoa jurídica;PRINCIPAL;CASCAVEL ESPORTE CLUBE;PR;CASCAVEL;9059700093701;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;17/12/1997;SIM;10233.06;NAO_PREVIDENCIARIO
77.866.986/0001-01;Pessoa jurídica;PRINCIPAL;CASCAVEL ESPORTE CLUBE;PR;CASCAVEL;9059900072503;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;22/02/1999;SIM;705.56;NAO_PREVIDENCIARIO
77.866.986/0001-01;Pessoa jurídica;PRINCIPAL;CASCAVEL ESPORTE CLUBE;PR;CASCAVEL;9059900073224;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;22/02/1999;SIM;1668.08;NAO_PREVIDENCIARIO
77.866.986/0001-01;Pessoa jurídica;PRINCIPAL;CASCAVEL ESPORTE CLUBE;PR;CASCAVEL;9059600785318;Em cobrança;ATIVA COM AJUIZAMENTO A SER PROSSEGUIDO;Receita da dívida ativa - Multa - CLT;12/11/1996;SIM;9529.23;NAO_PREVIDENCIARIO
77.866.986/0001-01;Pessoa jurídica;PRINCIPAL;CASCAVEL ESPORTE CLUBE;PR;CASCAVEL;9059900072090;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;22/02/1999;SIM;705.56;NAO_PREVIDENCIARIO
80.620.933/0001-10;Pessoa jurídica;PRINCIPAL;PARAISO ENCANTADO CLUBE HOTEIS LAZER E TURISMO;PR;PONTA GROSSA;9060801515389;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;10/12/2008;NAO;2196.74;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9071901485304;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - PIS;25/11/2019;NAO;9248.98;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9051800594065;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - Multa - CLT;14/11/2018;NAO;39521.06;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9051900023507;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - Multa - CLT;11/01/2019;NAO;6474.40;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9050700053790;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;22/02/2007;NAO;84434.62;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9050400066799;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;11/03/2004;NAO;2803.39;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9051500688811;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;05/08/2015;SIM;48447.63;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9051900471500;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - Multa - CLT;06/09/2019;NAO;5967.41;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9051900024155;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - Multa - CLT;11/01/2019;NAO;30397.29;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9051900024074;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - Multa - CLT;11/01/2019;NAO;5203.13;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9021902354665;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - IRRF;25/11/2019;NAO;99286.80;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9051800596351;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - Multa - CLT;14/11/2018;NAO;160122.09;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9051900023698;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - Multa - CLT;11/01/2019;NAO;12948.82;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9021902242514;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - IRRF;29/10/2019;NAO;1740038.19;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9051900023779;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - Multa - CLT;11/01/2019;NAO;54222.21;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9051900023850;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - Multa - CLT;11/01/2019;NAO;53126.81;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9051500850180;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;06/11/2015;SIM;101084.90;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9051800593921;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - Multa - CLT;14/11/2018;NAO;144124.11;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9071901187389;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - PIS;27/08/2019;NAO;65523.13;NAO_PREVIDENCIARIO
77.208.650/0001-51;Pessoa jurídica;PRINCIPAL;CLUBE RECREATIVO FLORAIENSE;PR;MARINGA;9061800807996;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;29/03/2018;NAO;1529.99;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9061501943383;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Rec. dív. ativa - Ret. contrib. pagam. PJ a PJ de dir. priv.;08/12/2015;SIM;69422.02;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9050400422765;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;13/12/2004;NAO;4121.24;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9051500688900;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;05/08/2015;SIM;98483.74;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9051900471844;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - Multa - CLT;06/09/2019;NAO;4732.48;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9050700322600;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;21/06/2007;NAO;68679.18;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9051900471330;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - Multa - CLT;06/09/2019;NAO;5967.41;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9051800596432;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - Multa - CLT;14/11/2018;NAO;155251.47;NAO_PREVIDENCIARIO
81.907.446/0001-04;Pessoa jurídica;PRINCIPAL;PARANA CLUBE;PR;PARANA;9071500399857;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - PIS;08/12/2015;SIM;589695.73;NAO_PREVIDENCIARIO
