CPF_CNPJ;TIPO_PESSOA;TIPO_DEVEDOR;NOME_DEVEDOR;UF_UNIDADE_RESPONSAVEL;UNIDADE_RESPONSAVEL;ENTIDADE_RESPONSAVEL;UNIDADE_INSCRICAO;NUMERO_INSCRICAO;TIPO_SITUACAO_INSCRICAO;SITUACAO_INSCRICAO;RECEITA_PRINCIPAL;DATA_INSCRICAO;INDICADOR_AJUIZADO;VALOR_CONSOLIDADO;ARQUIVO_ORIGEM
19.721.638/0001-40;Pessoa jurídica;Principal;CLUBE CARIJOS;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG200500388;Em cobrança;AJUIZADA;Contribuições FGTS;31/10/2005;SIM;11123.59;FGTS
19.721.638/0001-40;Pessoa jurídica;Principal;CLUBE CARIJOS;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG201200862;Em cobrança;AJUIZADA;Contribuições FGTS;05/09/2012;SIM;30493.79;FGTS
61.529.996/0001-11;Pessoa jurídica;Principal;CLUBE PIRATININGA;NA;Não se Aplica;CAIXA;3ª REGIÃO;FGSP200600766;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;29/11/2006;SIM;13165.47;FGTS
44.470.664/0001-90;Pessoa jurídica;Principal;MARILIA ATLETICO CLUBE;NA;Não se Aplica;CAIXA;MARILIA;FGSP199702200;Em cobrança;AJUIZADA;Contribuições FGTS;18/06/1997;SIM;243777.14;FGTS
27.471.960/0001-96;Pessoa jurídica;Principal;ASSOCIACAO DOS FUNCIONARIOS PUBLICOS MUNICIPAIS;NA;Não se Aplica;CAIXA;ESPIRITO SANTO;FGES200200200;Em cobrança;AJUIZADA;Contribuições FGTS;16/07/2002;SIM;48844.33;FGTS
27.471.960/0001-96;Pessoa jurídica;Principal;ASSOCIACAO DOS FUNCIONARIOS PUBLICOS MUNICIPAIS;NA;Não se Aplica;CAIXA;ESPIRITO SANTO;FGTSES9500020;Em cobrança;AJUIZADA;Contribuições FGTS;29/12/1995;SIM;3845.06;FGTS
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;NA;Não se Aplica;CAIXA;AMAZONAS;FGAM200300078;Em cobrança;AJUIZADA;Contribuições FGTS;26/11/2003;SIM;461.18;FGTS
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;NA;Não se Aplica;CAIXA;AMAZONAS;FGAM200300079;Em cobrança;AJUIZADA;Contribuições FGTS;26/11/2003;SIM;35185.22;FGTS
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;NA;Não se Aplica;CAIXA;AMAZONAS;FGAM201200423;Em cobrança;AJUIZADA;Contribuições FGTS;23/07/2012;SIM;47894.89;FGTS
49.591.589/0001-39;Pessoa jurídica;Principal;RADIUM FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;CAMPINAS;FGSP199804465;Em cobrança;AJUIZADA;Contribuições FGTS;23/07/1998;SIM;143854.01;FGTS
49.591.589/0001-39;Pessoa jurídica;Principal;RADIUM FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;CAMPINAS;FGSP199703827;Em cobrança;AJUIZADA;Contribuições FGTS;21/11/1997;SIM;74069.11;FGTS
49.591.589/0001-39;Pessoa jurídica;Principal;RADIUM FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;CAMPINAS;FGSP199703825;Em cobrança;AJUIZADA;Contribuições FGTS;21/11/1997;SIM;15740.04;FGTS
49.591.589/0001-39;Pessoa jurídica;Principal;RADIUM FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;CAMPINAS;FGSP199703826;Em cobrança;AJUIZADA;Contribuições FGTS;21/11/1997;SIM;59958.02;FGTS
49.591.589/0001-39;Pessoa jurídica;Principal;RADIUM FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;CAMPINAS;FGSP199703824;Em cobrança;AJUIZADA;Contribuições FGTS;21/11/1997;SIM;16703.78;FGTS
49.591.589/0001-39;Pessoa jurídica;Principal;RADIUM FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;CAMPINAS;FGSP199704658;Em cobrança;AJUIZADA;Contribuições FGTS;08/12/1997;SIM;511.02;FGTS
82.568.957/0001-01;Pessoa jurídica;Principal;ARARANGUA TENIS CLUBE;NA;Não se Aplica;CAIXA;SANTA CATARINA;FGSC200000198;Em cobrança;AJUIZADA;Contribuições FGTS;30/06/2000;SIM;3832.42;FGTS
82.585.027/0001-58;Pessoa jurídica;Principal;TUBARAO FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;SANTA CATARINA;FGSC200200085;Em cobrança;AJUIZADA;Contribuições FGTS;07/02/2002;SIM;31876.75;FGTS
03.755.188/0001-76;Pessoa jurídica;Principal;CACERES ESPORTE CLUBE;NA;Não se Aplica;CAIXA;MATO GROSSO;FGMT200000132;Em cobrança;AJUIZADA;Contribuições FGTS;09/06/2000;SIM;643.47;FGTS
03.755.188/0001-76;Pessoa jurídica;Principal;CACERES ESPORTE CLUBE;NA;Não se Aplica;CAIXA;MATO GROSSO;FGMT201300592;Em cobrança;AJUIZADA;Contribuições FGTS;18/04/2013;SIM;105190.27;FGTS
07.583.180/0001-20;Pessoa jurídica;Principal;TREZE ATLETICO JUAZEIRENSE;NA;Não se Aplica;CAIXA;CEARA;FGCE200700322;Em cobrança;AJUIZADA;Contribuições FGTS;29/08/2007;SIM;4311.32;FGTS
04.067.583/0001-29;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CELPA;NA;Não se Aplica;CAIXA;PARA;FGPA199800328;Em cobrança;AJUIZADA;Contribuições FGTS;17/12/1998;SIM;8523.20;FGTS
04.067.583/0001-29;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CELPA;NA;Não se Aplica;CAIXA;PARA;FGPA199800326;Em cobrança;AJUIZADA;Contribuições FGTS;17/12/1998;SIM;26800.32;FGTS
04.067.583/0001-29;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CELPA;NA;Não se Aplica;CAIXA;PARA;FGPA200100410;Em cobrança;AJUIZADA;Contribuições FGTS;22/03/2001;SIM;4338.13;FGTS
04.067.583/0001-29;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CELPA;NA;Não se Aplica;CAIXA;PARA;FGPA200100390;Em cobrança;AJUIZADA;Contribuições FGTS;20/03/2001;SIM;10837.04;FGTS
04.067.583/0001-29;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CELPA;NA;Não se Aplica;CAIXA;PARA;FGPA200100411;Em cobrança;AJUIZADA;Contribuições FGTS;22/03/2001;SIM;5682.88;FGTS
49.902.489/0001-86;Pessoa jurídica;Principal;IDEAL PONTE CLUBE;NA;Não se Aplica;CAIXA;BAURU;FGSP200201335;Em cobrança;AJUIZADA;Contribuições FGTS;01/04/2002;SIM;10.06;FGTS
01.466.747/0001-00;Pessoa jurídica;Principal;ESPORTE CLUBE QUIRINOPOLIS;NA;Não se Aplica;CAIXA;GOIAS;FGTSGO9600085;Em cobrança;AJUIZADA;Contribuições FGTS;19/04/1996;SIM;5153.90;FGTS
55.976.534/0001-40;Pessoa jurídica;Principal;IPANEMA CLUBE;NA;Não se Aplica;CAIXA;RIBEIRAO PRETO;FGSP199804713;Em cobrança;AJUIZADA;Contribuições FGTS;06/08/1998;SIM;756.88;FGTS
55.976.534/0001-40;Pessoa jurídica;Principal;IPANEMA CLUBE;NA;Não se Aplica;CAIXA;RIBEIRAO PRETO;FGSP199805718;Em cobrança;EMBARGADA;Contribuições FGTS;24/09/1998;SIM;37634.83;FGTS
21.080.429/0001-06;Pessoa jurídica;Principal;VALADARES COUNTRY CLUB;NA;Não se Aplica;CAIXA;GOVERNADOR VALADARES;FGMG201400290;Em cobrança;AJUIZADA;Contribuições FGTS;14/02/2014;SIM;3984.61;FGTS
87.417.051/0001-00;Pessoa jurídica;Principal;CLUBE RECREATIVO BRASILEIRO;NA;Não se Aplica;CAIXA;BAGE;FGRS200101418;Em cobrança;AJUIZADA;Contribuições FGTS;03/10/2001;SIM;41137.70;FGTS
57.324.634/0001-17;Pessoa jurídica;Principal;THERMAS DE PRUDENTE;NA;Não se Aplica;CAIXA;PRESIDENTE PRUDENTE;FGSP200204362;Em cobrança;AJUIZADA;Contribuições FGTS;04/11/2002;SIM;9308.11;FGTS
57.324.634/0001-17;Pessoa jurídica;Principal;THERMAS DE PRUDENTE;NA;Não se Aplica;CAIXA;PRESIDENTE PRUDENTE;FGSP199805717;Em cobrança;AJUIZADA;Contribuições FGTS;24/09/1998;SIM;8360.66;FGTS
57.324.634/0001-17;Pessoa jurídica;Principal;THERMAS DE PRUDENTE;NA;Não se Aplica;CAIXA;PRESIDENTE PRUDENTE;FGSP199805715;Em cobrança;AJUIZADA;Contribuições FGTS;24/09/1998;SIM;12399.24;FGTS
57.324.634/0001-17;Pessoa jurídica;Principal;THERMAS DE PRUDENTE;NA;Não se Aplica;CAIXA;PRESIDENTE PRUDENTE;FGSP200003231;Em cobrança;AJUIZADA;Contribuições FGTS;16/08/2000;SIM;16360.24;FGTS
57.324.634/0001-17;Pessoa jurídica;Principal;THERMAS DE PRUDENTE;NA;Não se Aplica;CAIXA;PRESIDENTE PRUDENTE;FGTSBU9602429;Em cobrança;AJUIZADA;Contribuições FGTS;13/08/1996;SIM;8235.30;FGTS
57.324.634/0001-17;Pessoa jurídica;Principal;THERMAS DE PRUDENTE;NA;Não se Aplica;CAIXA;PRESIDENTE PRUDENTE;FGTSBU9602608;Em cobrança;AJUIZADA;Contribuições FGTS;25/09/1996;SIM;5735.08;FGTS
57.324.634/0001-17;Pessoa jurídica;Principal;THERMAS DE PRUDENTE;NA;Não se Aplica;CAIXA;PRESIDENTE PRUDENTE;FGTSBU9602279;Em cobrança;AJUIZADA;Contribuições FGTS;20/06/1996;SIM;20161.50;FGTS
87.748.513/0001-63;Pessoa jurídica;Principal;FOOT BALL CLUB RIO GRANDENSE;NA;Não se Aplica;CAIXA;PELOTAS;FGRS199800706;Em cobrança;AJUIZADA;Contribuições FGTS;30/07/1998;SIM;5700.03;FGTS
30.837.660/0001-92;Pessoa jurídica;Principal;TENIS CLUBE DE MESQUITA;NA;Não se Aplica;CAIXA;NOVA IGUACU;FGRJ201000825;Em cobrança;AJUIZADA;Contribuições FGTS;29/03/2010;SIM;11209.62;FGTS
19.189.836/0001-04;Pessoa jurídica;Principal;AUTOMOVEL CLUBE DE DIVINOPOLIS;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG200102438;Em cobrança;AJUIZADA;Contribuições FGTS;26/12/2001;SIM;17763.95;FGTS
19.189.836/0001-04;Pessoa jurídica;Principal;AUTOMOVEL CLUBE DE DIVINOPOLIS;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG200400035;Em cobrança;AJUIZADA;Contribuições FGTS;12/01/2004;SIM;7296.08;FGTS
29.196.318/0001-71;Pessoa jurídica;Principal;SAO CRISTOVAO FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;CABO FRIO;FGRJ201900104;Em cobrança;AJUIZADA;Contribuições FGTS;11/01/2019;SIM;8333.14;FGTS
45.097.136/0001-08;Pessoa jurídica;Principal;RIO PRETO ESPORTE CLUBE;NA;Não se Aplica;CAIXA;SAO JOSE DO RIO PRETO;FGSP201200353;Em cobrança;AJUIZADA;Contribuições FGTS;16/02/2012;SIM;10410.49;FGTS
48.420.483/0001-00;Pessoa jurídica;Principal;CLUBE POLIESPORTIVO DE SAO PAULO;NA;Não se Aplica;CAIXA;3ª REGIÃO;FGSP199901536;Em cobrança;AJUIZADA;Contribuições FGTS;15/03/1999;SIM;24652.07;FGTS
48.420.483/0001-00;Pessoa jurídica;Principal;CLUBE POLIESPORTIVO DE SAO PAULO;NA;Não se Aplica;CAIXA;3ª REGIÃO;FGSP199901502;Em cobrança;AJUIZADA;Contribuições FGTS;15/03/1999;SIM;35998.03;FGTS
48.551.261/0001-26;Pessoa jurídica;Principal;SOCIEDADE AMIGOS DO BAIRRO DO PEDREGULHO;NA;Não se Aplica;CAIXA;TAUBATE;FGSP201302769;Em cobrança;AJUIZADA;Contribuições FGTS;19/12/2013;SIM;10041.39;FGTS
20.961.959/0001-09;Pessoa jurídica;Principal;VALERIODOCE ESPORTE CLUBE;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG200202191;Em cobrança;AJUIZADA;Contribuições FGTS;31/12/2002;SIM;90599.74;FGTS
20.961.959/0001-09;Pessoa jurídica;Principal;VALERIODOCE ESPORTE CLUBE;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG200202192;Em cobrança;AJUIZADA;Contribuições FGTS;31/12/2002;SIM;223462.47;FGTS
20.961.959/0001-09;Pessoa jurídica;Principal;VALERIODOCE ESPORTE CLUBE;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG200700688;Em cobrança;AJUIZADA;Contribuições FGTS;29/06/2007;SIM;1171.46;FGTS
20.961.959/0001-09;Pessoa jurídica;Principal;VALERIODOCE ESPORTE CLUBE;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG201301511;Em cobrança;AJUIZADA;Contribuições FGTS;04/11/2013;SIM;105667.74;FGTS
87.513.180/0001-93;Pessoa jurídica;Principal;SOCIEDADE RECREATIVA SANTA RITA;NA;Não se Aplica;CAIXA;SANTANA DO LIVRAMENTO;FGRS200101991;Em cobrança;AJUIZADA;Contribuições FGTS;19/12/2001;SIM;28440.58;FGTS
87.513.180/0001-93;Pessoa jurídica;Principal;SOCIEDADE RECREATIVA SANTA RITA;NA;Não se Aplica;CAIXA;SANTANA DO LIVRAMENTO;FGRS199900500;Em cobrança;AJUIZADA;Contribuições FGTS;26/03/1999;SIM;4776.02;FGTS
04.177.812/0001-68;Pessoa jurídica;Principal;GREMIO RECREATIVO TELEAMAPA;NA;Não se Aplica;CAIXA;AMAPA;FGAP200200018;Em cobrança;AJUIZADA;Contribuições FGTS;22/01/2002;SIM;32274.92;FGTS
31.826.910/0001-51;Pessoa jurídica;Principal;ASSOCIACAO DOS SERVIDORES DA C E F DO ESTADO DO RIO;NA;Não se Aplica;CAIXA;NITEROI;FGRJ200103629;Em cobrança;AJUIZADA;Contribuições FGTS;23/10/2001;SIM;109905.01;FGTS
25.061.961/0001-37;Pessoa jurídica;Principal;TOCANTINOPOLIS ESPORTE CLUBE;NA;Não se Aplica;CAIXA;TOCANTINS;FGTO201500040;Em cobrança;AJUIZADA;Contribuições FGTS;31/03/2015;SIM;24049.76;FGTS
25.061.961/0001-37;Pessoa jurídica;Principal;TOCANTINOPOLIS ESPORTE CLUBE;NA;Não se Aplica;CAIXA;TOCANTINS;FGTO201400095;Em cobrança;AJUIZADA;Contribuições FGTS;16/09/2014;SIM;4327.00;FGTS
25.061.961/0001-37;Pessoa jurídica;Principal;TOCANTINOPOLIS ESPORTE CLUBE;NA;Não se Aplica;CAIXA;TOCANTINS;FGTO201500041;Em cobrança;AJUIZADA;Contribuições FGTS;31/03/2015;SIM;1392.95;FGTS
01.790.161/0001-99;Pessoa jurídica;Principal;CERES ESPORTE CLUBE;NA;Não se Aplica;CAIXA;GOIAS;FGTSGO9600016;Em cobrança;AJUIZADA;Contribuições FGTS;29/01/1996;SIM;14102.42;FGTS
20.115.259/0001-95;Pessoa jurídica;Principal;CENTRO ESPORTIVO E RECREATIVO ACACIAS;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG199900138;Em cobrança;AJUIZADA;Contribuições FGTS;28/06/1999;SIM;8116.71;FGTS
20.115.259/0001-95;Pessoa jurídica;Principal;CENTRO ESPORTIVO E RECREATIVO ACACIAS;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG200000162;Em cobrança;AJUIZADA;Contribuições FGTS;29/06/2000;SIM;3012.55;FGTS
06.928.865/0001-07;Pessoa jurídica;Principal;AMERICA FOOT BALL CLUBE;NA;Não se Aplica;CAIXA;CEARA;FGCE199700004;Em cobrança;AJUIZADA;Contribuições FGTS;08/04/1997;SIM;37118.43;FGTS
06.928.865/0001-07;Pessoa jurídica;Principal;AMERICA FOOT BALL CLUBE;NA;Não se Aplica;CAIXA;CEARA;FGCE200000392;Em cobrança;AJUIZADA;Contribuições FGTS;02/10/2000;SIM;43293.82;FGTS
06.928.865/0001-07;Pessoa jurídica;Principal;AMERICA FOOT BALL CLUBE;NA;Não se Aplica;CAIXA;CEARA;FGCE199800131;Em cobrança;AJUIZADA;Contribuições FGTS;21/07/1998;SIM;11259.34;FGTS
13.225.651/0001-21;Pessoa jurídica;Principal;FLUMINENSE DE FEIRA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;BAHIA;FGBA200700134;Em cobrança;AJUIZADA;Contribuições FGTS;31/07/2007;SIM;7879.84;FGTS
13.225.651/0001-21;Pessoa jurídica;Principal;FLUMINENSE DE FEIRA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;BAHIA;FGBA201100259;Em cobrança;AJUIZADA;Contribuições FGTS;18/07/2011;SIM;67809.74;FGTS
13.225.651/0001-21;Pessoa jurídica;Principal;FLUMINENSE DE FEIRA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;BAHIA;FGBA201200090;Em cobrança;AJUIZADA;Contribuições FGTS;28/02/2012;SIM;1650.24;FGTS
01.669.316/0001-33;Pessoa jurídica;Principal;VILA NOVA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;GOIAS;FGTSGO9600033;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;29/01/1996;SIM;16303.56;FGTS
01.669.316/0001-33;Pessoa jurídica;Principal;VILA NOVA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;GOIAS;FGTSGO9600287;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;14/05/1996;SIM;29839.86;FGTS
01.669.316/0001-33;Pessoa jurídica;Principal;VILA NOVA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;GOIAS;FGGO201400045;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;11/03/2014;SIM;94713.05;FGTS
01.669.316/0001-33;Pessoa jurídica;Principal;VILA NOVA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;GOIAS;FGGO201200339;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;21/08/2012;SIM;144358.32;FGTS
01.669.316/0001-33;Pessoa jurídica;Principal;VILA NOVA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;GOIAS;FGGO201100044;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;07/02/2011;SIM;485536.45;FGTS
01.669.316/0001-33;Pessoa jurídica;Principal;VILA NOVA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;GOIAS;FGGO201400044;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;11/03/2014;SIM;162822.30;FGTS
01.669.316/0001-33;Pessoa jurídica;Principal;VILA NOVA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;GOIAS;FGGO201000156;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;21/05/2010;SIM;1216385.96;FGTS
01.669.316/0001-33;Pessoa jurídica;Principal;VILA NOVA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;GOIAS;FGGO199700228;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;04/06/1997;SIM;42573.05;FGTS
01.669.316/0001-33;Pessoa jurídica;Principal;VILA NOVA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;GOIAS;FGGO199700229;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;04/06/1997;SIM;14475.88;FGTS
01.669.316/0001-33;Pessoa jurídica;Principal;VILA NOVA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;GOIAS;FGGO200000289;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;21/11/2000;SIM;242550.23;FGTS
01.669.316/0001-33;Pessoa jurídica;Principal;VILA NOVA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;GOIAS;FGGO199700227;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;04/06/1997;SIM;11422.75;FGTS
01.669.316/0001-33;Pessoa jurídica;Principal;VILA NOVA FUTEBOL CLUBE;NA;Não se Aplica;CAIXA;GOIAS;FGGO200100891;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;10/12/2001;SIM;247994.38;FGTS
76.964.568/0001-94;Pessoa jurídica;Principal;SOCIEDADE ESPORTIVA MATSUBARA;NA;Não se Aplica;CAIXA;LONDRINA;FGPR200200286;Em cobrança;AJUIZADA;Contribuições FGTS;20/03/2002;SIM;207461.50;FGTS
76.964.568/0001-94;Pessoa jurídica;Principal;SOCIEDADE ESPORTIVA MATSUBARA;NA;Não se Aplica;CAIXA;LONDRINA;FGPR200000409;Em cobrança;AJUIZADA;Contribuições FGTS;28/07/2000;SIM;4254.54;FGTS
76.964.568/0001-94;Pessoa jurídica;Principal;SOCIEDADE ESPORTIVA MATSUBARA;NA;Não se Aplica;CAIXA;LONDRINA;FGPR200000408;Em cobrança;AJUIZADA;Contribuições FGTS;28/07/2000;SIM;6390.67;FGTS
10.914.760/0001-68;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANDEPE;NA;Não se Aplica;CAIXA;5ª REGIÃO;FGPE200900019;Em cobrança;AJUIZADA;Contribuições FGTS;15/01/2009;SIM;3327.97;FGTS
10.914.760/0001-68;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANDEPE;NA;Não se Aplica;CAIXA;5ª REGIÃO;FGTSPE9600213;Em cobrança;AJUIZADA;Contribuições FGTS;02/12/1996;SIM;10882.86;FGTS
10.914.760/0001-68;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANDEPE;NA;Não se Aplica;CAIXA;5ª REGIÃO;FGPE200100142;Em cobrança;AJUIZADA;Contribuições FGTS;12/03/2001;SIM;875.67;FGTS
10.914.760/0001-68;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANDEPE;NA;Não se Aplica;CAIXA;5ª REGIÃO;FGPE199800069;Em cobrança;AJUIZADA;Contribuições FGTS;31/08/1998;SIM;93953.98;FGTS
03.633.799/0001-41;Pessoa jurídica;Principal;UNIVERSITARIO CURSOS ESPECIAIS LTDA;NA;Não se Aplica;CAIXA;1ª REGIÃO;FGDF199900216;Em cobrança;AJUIZADA;Contribuições FGTS;26/08/1999;SIM;15148.74;FGTS
03.633.799/0001-41;Pessoa jurídica;Principal;UNIVERSITARIO CURSOS ESPECIAIS LTDA;NA;Não se Aplica;CAIXA;1ª REGIÃO;FGDF199800653;Em cobrança;AJUIZADA;Contribuições FGTS;30/12/1998;SIM;107569.92;FGTS
03.633.799/0001-41;Pessoa jurídica;Principal;UNIVERSITARIO CURSOS ESPECIAIS LTDA;NA;Não se Aplica;CAIXA;1ª REGIÃO;FGDF200100368;Em cobrança;AJUIZADA;Contribuições FGTS;02/05/2001;SIM;47159.17;FGTS
33.672.205/0025-40;Pessoa jurídica;Principal;CAMPING CLUBE DO BRASIL;NA;Não se Aplica;CAIXA;ESPIRITO SANTO;FGES201300267;Em cobrança;AJUIZADA;Contribuições FGTS;26/12/2013;SIM;9358.86;FGTS
33.672.205/0025-40;Pessoa jurídica;Principal;CAMPING CLUBE DO BRASIL;NA;Não se Aplica;CAIXA;ESPIRITO SANTO;FGES200100667;Em cobrança;AJUIZADA;Contribuições FGTS;06/09/2001;SIM;5344.31;FGTS
33.672.205/0025-40;Pessoa jurídica;Principal;CAMPING CLUBE DO BRASIL;NA;Não se Aplica;CAIXA;ESPIRITO SANTO;FGES199900175;Em cobrança;AJUIZADA;Contribuições FGTS;17/09/1999;SIM;19932.42;FGTS
33.672.205/0025-40;Pessoa jurídica;Principal;CAMPING CLUBE DO BRASIL;NA;Não se Aplica;CAIXA;ESPIRITO SANTO;FGES200100672;Em cobrança;AJUIZADA;Contribuições FGTS;18/09/2001;SIM;12506.48;FGTS
45.302.965/0001-77;Pessoa jurídica;Principal;ASSOCIACAO DESP E REC DOS EMPREG NO COM DE BEBEDOURO;NA;Não se Aplica;CAIXA;RIBEIRAO PRETO;FGSP199701828;Em cobrança;AJUIZADA;Contribuições FGTS;22/05/1997;SIM;26484.72;FGTS
75.653.451/0001-27;Pessoa jurídica;Principal;IRATY SPORT CLUB;NA;Não se Aplica;CAIXA;PONTA GROSSA;FGPR201603531;Em cobrança;AJUIZADA;Contribuições FGTS;17/08/2016;SIM;135181.83;FGTS
15.179.518/0001-01;Pessoa jurídica;Principal;CLUBE DE REGATAS ITAPAGIPE;NA;Não se Aplica;CAIXA;BAHIA;FGBA200300344;Em cobrança;AJUIZADA;Contribuições FGTS;21/08/2003;SIM;103089.16;FGTS
33.672.205/0013-06;Pessoa jurídica;Principal;CAMPING CLUBE DO BRASIL;NA;Não se Aplica;CAIXA;CABO FRIO;FGRJ201301663;Em cobrança;AJUIZADA;Contribuições FGTS;23/12/2013;SIM;4391.23;FGTS
11.511.193/0001-61;Pessoa jurídica;Principal;CLUBE DOS SERVIDORES MUNICIPAIS DO RECIFE;NA;Não se Aplica;CAIXA;5ª REGIÃO;FGPE201700110;Em cobrança;AJUIZADA;Contribuições FGTS;31/05/2017;SIM;43485.17;FGTS
11.511.193/0001-61;Pessoa jurídica;Principal;CLUBE DOS SERVIDORES MUNICIPAIS DO RECIFE;NA;Não se Aplica;CAIXA;5ª REGIÃO;FGPE200300136;Em cobrança;AJUIZADA;Contribuições FGTS;20/05/2003;SIM;3415.35;FGTS
49.019.029/0001-04;Pessoa jurídica;Principal;ASSOCIACAO COMERCIARIA DE ESPORTES;NA;Não se Aplica;CAIXA;SAO JOSE DO RIO PRETO;FGSP199702639;Em cobrança;AJUIZADA;Contribuições FGTS;31/07/1997;SIM;33829.95;FGTS
92.906.437/0001-07;Pessoa jurídica;Principal;ASSOCIACAO SUL RIOGRANDENDENSE DOS VIAJANTES COMERCIAIS;NA;Não se Aplica;CAIXA;4ª REGIÃO;FGRS201200657;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;25/05/2012;SIM;106809.16;FGTS
92.906.437/0001-07;Pessoa jurídica;Principal;ASSOCIACAO SUL RIOGRANDENDENSE DOS VIAJANTES COMERCIAIS;NA;Não se Aplica;CAIXA;4ª REGIÃO;FGRS201101856;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;27/12/2011;SIM;37696.17;FGTS
17.491.960/0001-02;Pessoa jurídica;Principal;ESPARTA VOLEI CLUBE;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG200400301;Em cobrança;AJUIZADA;Contribuições FGTS;04/03/2004;SIM;5854.07;FGTS
17.491.960/0001-02;Pessoa jurídica;Principal;ESPARTA VOLEI CLUBE;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG200201750;Em cobrança;AJUIZADA;Contribuições FGTS;11/10/2002;SIM;129.86;FGTS
17.491.960/0001-02;Pessoa jurídica;Principal;ESPARTA VOLEI CLUBE;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG200201751;Em cobrança;AJUIZADA;Contribuições FGTS;11/10/2002;SIM;2688.99;FGTS
17.491.960/0001-02;Pessoa jurídica;Principal;ESPARTA VOLEI CLUBE;NA;Não se Aplica;CAIXA;MINAS GERAIS;FGMG200901202;Em cobrança;AJUIZADA;Contribuições FGTS;10/06/2009;SIM;108.02;FGTS
15.893.365/0001-60;Pessoa jurídica;Principal;VILHENA ESPORTE CLUBE  VEC;NA;Não se Aplica;CAIXA;RONDONIA;FGRO201200027;Em cobrança;AJUIZADA;Contribuições FGTS;27/06/2012;SIM;38292.56;FGTS
